gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,age_group
0,0,17.37,16,4,2,8.99,0,4,2,1.02,1,0
0,2,3.06,59,2,0,13.99,1,3,5,0.05,2,1
1,2,1.93,50,1,3,13.99,1,3,4,0.04,3,0
2,0,9.61,15,4,4,8.99,0,4,1,0.6,1,0
1,2,18.75,43,4,2,13.99,1,3,3,0.43,0,4
1,1,9.71,36,1,1,17.99,1,2,1,0.26,3,2
1,0,6.75,43,1,2,8.99,1,4,2,0.15,4,0
0,0,3.8,10,0,0,8.99,1,0,3,0.35,1,0
1,1,5.69,22,3,2,17.99,0,2,4,0.25,4,4
1,2,8.25,37,5,0,13.99,0,4,5,0.22,1,2
0,1,12.91,34,1,3,17.99,1,1,5,0.37,6,1
0,1,11.48,30,5,4,17.99,0,2,1,0.37,5,3
2,1,21.72,28,2,0,17.99,0,1,3,0.75,6,1
2,0,8.16,14,5,1,8.99,0,4,1,0.54,1,0
1,0,11.91,36,1,3,8.99,1,0,5,0.32,3,4
1,1,26.92,24,3,4,17.99,0,4,1,1.08,3,2
1,0,5.09,53,2,0,8.99,1,1,2,0.09,6,2
1,0,2.54,52,2,1,8.99,1,4,4,0.05,5,2
0,2,25.31,51,2,3,13.99,0,3,4,0.49,4,2
1,1,13.77,51,0,2,17.99,1,3,5,0.26,5,2
2,1,1.63,10,0,0,17.99,0,0,4,0.15,1,3
0,2,6.2,10,3,4,13.99,0,0,3,0.56,3,0
1,1,2.11,58,4,4,17.99,1,3,2,0.04,4,0
2,0,20.54,14,0,3,8.99,0,4,5,1.37,6,1
2,0,14.8,19,2,2,8.99,0,0,2,0.74,5,0
0,1,3.91,44,0,0,17.99,1,0,3,0.09,1,0
2,1,5.09,13,1,0,17.99,0,3,2,0.36,3,3
2,2,16.08,40,4,0,13.99,1,1,3,0.39,0,0
2,2,8.65,60,4,4,13.99,1,0,1,0.14,1,0
2,0,1.82,55,2,1,8.99,1,4,2,0.03,6,0
2,2,9.43,10,5,1,13.99,0,4,2,0.86,4,4
0,2,4.91,6,3,0,13.99,0,4,1,0.7,6,2
1,2,4.83,49,1,3,13.99,1,4,4,0.1,2,2
0,0,4.09,18,2,2,8.99,1,0,2,0.22,3,2
0,0,15.85,38,5,3,8.99,1,1,2,0.41,4,1
1,0,3.01,27,0,4,8.99,1,1,3,0.11,3,1
1,1,4.49,50,4,0,17.99,1,1,4,0.09,3,4
0,2,2.63,4,4,2,13.99,0,4,3,0.53,1,4
1,2,8.63,23,4,4,13.99,0,2,1,0.36,3,2
1,2,8.87,36,3,0,13.99,1,3,2,0.24,5,0
0,1,5.99,19,3,4,17.99,0,3,4,0.3,5,1
0,1,4.05,34,1,0,17.99,1,3,2,0.12,2,4
1,0,14.39,53,3,4,8.99,1,3,4,0.27,2,4
0,1,19.03,37,5,4,17.99,0,0,1,0.5,5,2
2,2,4.98,28,5,4,13.99,1,3,5,0.17,6,2
2,0,27.17,38,5,3,8.99,0,4,5,0.7,1,2
2,2,5.81,32,3,3,13.99,0,4,4,0.18,5,4
1,2,0.29,58,2,0,13.99,1,3,2,0.0,2,4
2,1,10.48,29,2,2,17.99,0,4,3,0.35,4,1
0,1,4.26,21,2,3,17.99,0,4,4,0.19,4,0
2,0,0.03,60,3,3,8.99,1,4,1,0.0,1,4
1,1,9.8,56,4,3,17.99,1,3,2,0.17,2,1
1,2,13.79,39,1,2,13.99,0,4,5,0.34,4,4
1,1,18.17,60,3,2,17.99,1,4,2,0.3,2,4
2,2,10.84,29,3,2,13.99,0,1,4,0.36,6,0
1,1,2.7,2,2,3,17.99,0,0,4,0.9,6,0
0,1,28.54,50,2,4,17.99,0,4,2,0.56,2,4
0,1,3.44,17,2,1,17.99,1,1,3,0.19,1,2
0,0,12.14,50,2,0,8.99,1,4,3,0.24,4,2
0,2,10.38,58,2,1,13.99,0,4,5,0.18,2,3
2,0,26.37,21,4,2,8.99,0,4,5,1.2,5,0
1,0,0.06,39,3,3,8.99,1,1,4,0.0,6,2
0,1,0.97,49,5,2,17.99,1,4,1,0.02,0,4
1,0,3.05,15,5,4,8.99,1,3,3,0.19,6,0
2,2,0.83,41,1,2,13.99,1,3,2,0.02,1,2
0,0,12.13,23,1,3,8.99,0,2,5,0.51,3,2
0,0,11.25,22,4,0,8.99,1,1,3,0.49,3,2
2,1,2.19,24,0,2,17.99,1,1,1,0.09,2,3
0,0,17.05,16,2,1,8.99,0,4,4,1.0,4,0
0,0,17.34,40,2,2,8.99,1,2,3,0.42,1,2
0,1,0.27,60,3,4,17.99,1,3,1,0.0,3,4
1,2,5.33,31,3,4,13.99,1,1,3,0.17,2,0
2,0,0.75,59,3,4,8.99,1,1,2,0.01,4,4
1,2,4.45,41,3,3,13.99,1,3,2,0.11,2,4
0,2,2.96,30,2,3,13.99,0,4,5,0.1,6,0
0,0,0.6,41,5,4,8.99,1,2,3,0.01,2,4
1,2,10.77,44,4,3,13.99,1,4,1,0.24,5,2
0,1,13.36,15,0,0,17.99,0,3,5,0.83,6,1
1,0,20.9,42,2,4,8.99,1,0,3,0.49,3,0
1,1,7.18,23,3,3,17.99,0,0,3,0.3,0,0
2,0,14.01,14,2,1,8.99,0,2,3,0.93,5,0
0,1,16.68,60,0,3,17.99,0,0,5,0.27,4,0
2,1,1.67,14,1,1,17.99,1,3,3,0.11,6,0
2,0,14.45,52,4,3,8.99,1,4,5,0.27,3,2
1,2,7.63,32,4,4,13.99,1,0,2,0.23,0,0
1,2,6.29,24,1,1,13.99,0,3,3,0.25,6,4
2,0,0.15,48,1,2,8.99,1,0,4,0.0,0,4
0,0,19.58,44,2,4,8.99,1,2,3,0.44,5,1
2,1,18.02,36,3,2,17.99,0,0,4,0.49,5,2
1,2,2.89,13,5,0,13.99,1,2,2,0.21,6,3
1,1,10.6,38,0,0,17.99,0,0,4,0.27,5,2
1,1,14.0,33,3,3,17.99,1,0,2,0.41,4,0
1,0,7.69,57,2,0,8.99,1,3,5,0.13,2,4
0,2,20.24,16,1,0,13.99,0,4,3,1.19,1,1
0,0,0.65,59,0,3,8.99,1,4,4,0.01,4,0
2,1,4.19,54,5,0,17.99,1,0,1,0.08,6,4
1,2,16.36,22,4,0,13.99,0,3,2,0.71,5,4
1,1,7.93,19,3,3,17.99,0,4,5,0.4,4,4
1,1,6.06,12,1,3,17.99,0,4,5,0.47,1,0
2,0,9.44,36,5,4,8.99,1,1,4,0.26,1,2
1,1,6.31,55,0,4,17.99,0,4,4,0.11,1,4
1,2,15.75,47,1,0,13.99,1,3,4,0.33,1,0
2,1,2.77,49,5,2,17.99,1,2,4,0.06,3,0
2,0,3.07,44,5,4,8.99,1,1,1,0.07,5,0
0,0,4.02,5,3,4,8.99,1,4,1,0.67,2,0
2,0,13.19,10,1,3,8.99,0,1,5,1.2,1,0
2,1,23.36,52,3,2,17.99,0,2,4,0.44,3,2
2,1,15.12,59,0,4,17.99,0,2,5,0.25,0,2
2,1,1.43,30,2,3,17.99,1,3,5,0.05,6,4
1,0,0.92,57,0,1,8.99,1,1,2,0.02,0,4
1,2,2.0,40,4,1,13.99,1,3,1,0.05,0,0
0,0,0.95,58,1,3,8.99,1,0,5,0.02,1,2
1,1,18.98,40,0,4,17.99,0,0,5,0.46,2,4
1,1,0.3,56,4,2,17.99,1,1,3,0.01,4,2
0,1,0.66,59,4,4,17.99,1,4,5,0.01,1,2
1,1,8.36,58,3,2,17.99,1,3,2,0.14,4,2
0,2,0.48,24,3,0,13.99,1,3,2,0.02,5,4
0,2,15.97,38,5,4,13.99,1,3,3,0.41,3,2
0,0,4.82,10,2,1,8.99,1,2,5,0.44,6,2
2,1,21.62,50,4,0,17.99,0,3,4,0.42,5,2
2,1,0.2,21,4,2,17.99,0,2,5,0.01,3,4
1,2,22.33,28,5,0,13.99,0,4,5,0.77,6,2
0,1,18.3,14,2,4,17.99,0,1,1,1.22,6,4
0,2,17.05,37,2,0,13.99,1,2,1,0.45,3,0
0,0,16.75,16,0,1,8.99,0,3,5,0.99,2,0
0,1,23.02,59,1,4,17.99,0,1,2,0.38,2,0
2,0,2.08,14,3,2,8.99,1,0,5,0.14,0,2
0,0,16.1,54,0,3,8.99,1,4,2,0.29,2,2
2,0,6.49,34,3,3,8.99,1,2,2,0.19,4,0
1,0,19.16,24,3,3,8.99,0,2,4,0.77,1,1
1,0,8.32,22,1,1,8.99,1,2,1,0.36,2,0
2,1,9.64,34,3,4,17.99,1,0,1,0.28,0,0
2,2,3.22,12,0,1,13.99,1,0,1,0.25,3,2
2,0,6.99,34,1,1,8.99,1,1,2,0.2,4,0
1,1,13.83,9,5,4,17.99,0,0,3,1.38,2,2
2,2,5.32,16,1,1,13.99,0,0,3,0.31,1,4
2,1,25.3,51,3,3,17.99,0,1,3,0.49,4,3
0,0,16.66,18,5,2,8.99,0,4,1,0.88,1,4
1,2,1.68,19,5,1,13.99,1,1,4,0.08,6,3
0,1,3.51,50,4,2,17.99,1,1,1,0.07,5,0
0,2,13.17,50,0,2,13.99,0,4,4,0.26,2,0
2,1,1.65,9,2,4,17.99,1,4,2,0.16,1,0
1,1,0.17,9,5,0,17.99,0,2,4,0.02,4,3
2,0,11.74,17,4,4,8.99,0,2,4,0.65,2,0
0,1,13.2,29,0,1,17.99,0,1,3,0.44,4,0
0,2,14.17,60,3,3,13.99,1,3,5,0.23,2,4
0,0,0.39,45,0,3,8.99,1,2,5,0.01,1,4
0,2,5.67,20,5,2,13.99,0,1,4,0.27,6,4
2,2,14.25,22,4,2,13.99,0,4,5,0.62,4,0
2,1,28.04,59,4,2,17.99,0,1,2,0.47,4,4
1,2,6.11,17,2,2,13.99,0,0,5,0.34,6,4
2,0,3.39,5,3,4,8.99,0,2,4,0.57,4,0
0,2,5.67,36,5,3,13.99,0,4,5,0.15,6,4
2,0,0.28,56,0,2,8.99,1,4,2,0.0,4,4
0,1,6.49,23,4,1,17.99,0,3,1,0.27,5,2
1,0,3.55,59,1,1,8.99,1,4,3,0.06,3,4
0,1,1.03,44,0,3,17.99,1,2,2,0.02,3,4
0,0,3.62,34,0,2,8.99,1,4,3,0.1,3,2
0,0,2.54,39,3,0,8.99,1,4,5,0.06,6,2
2,0,2.59,2,0,3,8.99,1,3,1,0.86,2,4
2,0,8.05,13,3,0,8.99,0,4,5,0.58,4,0
2,2,16.95,32,4,1,13.99,0,2,2,0.51,3,0
1,2,2.76,30,3,0,13.99,1,3,4,0.09,3,0
2,1,13.25,19,3,4,17.99,0,3,1,0.66,5,0
1,2,14.82,33,2,1,13.99,1,2,2,0.44,5,0
2,0,2.52,52,4,0,8.99,1,4,2,0.05,5,0
1,0,9.71,16,3,3,8.99,0,1,3,0.57,6,4
0,1,5.29,8,4,4,17.99,0,2,3,0.59,4,4
0,0,9.81,39,3,4,8.99,1,3,3,0.25,6,4
2,2,5.21,11,4,4,13.99,0,4,3,0.43,5,4
2,0,6.7,58,4,4,8.99,1,3,4,0.11,4,2
0,2,7.88,9,4,2,13.99,0,1,2,0.79,6,0
1,0,1.18,31,1,0,8.99,1,2,1,0.04,0,0
1,2,20.37,30,2,2,13.99,0,1,1,0.66,3,0
2,2,3.36,2,4,1,13.99,0,1,2,1.12,6,4
1,0,0.83,42,3,3,8.99,1,0,2,0.02,4,0
1,1,11.56,38,3,2,17.99,1,3,4,0.3,5,0
1,2,5.29,18,2,0,13.99,0,2,1,0.28,4,4
0,2,1.7,45,0,2,13.99,1,3,5,0.04,1,4
2,1,27.17,41,5,3,17.99,0,4,4,0.65,6,2
1,2,8.03,57,5,3,13.99,1,1,5,0.14,4,0
2,2,5.41,20,0,4,13.99,0,1,3,0.26,0,3
1,0,10.17,46,2,2,8.99,1,2,1,0.22,3,3
0,2,16.74,39,4,1,13.99,1,3,3,0.42,0,4
0,1,1.38,4,2,1,17.99,1,3,3,0.28,6,4
0,1,21.06,17,0,0,17.99,0,1,1,1.17,1,2
0,0,11.77,9,0,2,8.99,0,1,2,1.18,0,2
2,0,6.36,57,2,2,8.99,1,2,5,0.11,2,0
0,2,12.14,9,3,3,13.99,0,1,3,1.21,5,4
0,2,0.24,23,4,3,13.99,1,0,2,0.01,2,4
0,0,18.98,34,5,0,8.99,0,4,5,0.54,2,2
1,1,2.96,25,3,0,17.99,0,2,4,0.11,0,2
2,1,1.4,23,1,1,17.99,1,3,2,0.06,2,1
2,0,3.05,54,4,0,8.99,1,3,3,0.06,3,4
1,0,5.15,25,0,1,8.99,0,1,4,0.2,2,4
2,1,8.46,20,1,1,17.99,0,2,4,0.4,5,2
0,0,3.68,34,3,4,8.99,1,4,1,0.11,6,1
1,2,6.77,49,2,2,13.99,1,3,3,0.14,5,0
0,0,1.24,52,2,0,8.99,1,0,4,0.02,6,2
1,0,1.04,46,5,3,8.99,1,4,1,0.02,5,4
2,1,3.66,53,4,3,17.99,1,1,4,0.07,6,1
1,0,9.28,42,1,1,8.99,1,4,2,0.22,4,2
0,1,3.16,5,1,3,17.99,0,2,5,0.53,0,0
1,1,24.08,37,4,4,17.99,0,2,3,0.63,0,4
2,0,12.95,41,4,0,8.99,1,3,1,0.31,1,0
2,0,12.11,33,4,0,8.99,1,1,4,0.36,1,2
0,2,2.58,37,5,4,13.99,1,2,3,0.07,6,1
1,2,16.48,17,3,4,13.99,0,3,3,0.92,1,0
1,2,10.46,51,5,1,13.99,1,0,2,0.2,1,2
0,0,2.15,12,5,1,8.99,1,4,5,0.17,3,2
2,1,19.25,28,3,1,17.99,0,0,5,0.66,0,2
2,1,8.62,40,0,0,17.99,1,4,2,0.21,5,2
2,2,10.23,18,0,3,13.99,0,4,5,0.54,2,0
1,0,16.65,46,1,3,8.99,1,1,3,0.35,5,4
2,2,6.62,25,0,3,13.99,0,2,2,0.25,3,2
1,0,6.67,39,3,1,8.99,1,3,3,0.17,3,0
1,2,4.86,27,3,0,13.99,1,3,3,0.17,4,1
1,0,19.26,57,2,3,8.99,1,4,2,0.33,0,0
1,1,7.9,20,2,2,17.99,0,1,2,0.38,4,0
0,2,8.88,42,0,0,13.99,1,2,1,0.21,2,4
0,2,12.08,60,2,2,13.99,1,4,2,0.2,1,0
1,1,2.01,35,2,4,17.99,1,3,2,0.06,2,4
1,1,9.24,23,4,0,17.99,0,2,3,0.39,2,4
2,1,18.05,19,1,3,17.99,0,4,3,0.9,2,2
2,0,3.12,47,5,2,8.99,1,1,3,0.07,2,1
0,2,1.85,28,0,2,13.99,1,4,3,0.06,1,2
0,2,1.32,36,5,1,13.99,1,1,1,0.04,3,4
0,1,16.96,15,4,1,17.99,0,0,5,1.06,6,2
0,0,0.54,5,4,1,8.99,1,4,2,0.09,3,4
2,2,11.56,48,1,4,13.99,1,3,5,0.24,2,0
2,1,9.58,25,1,4,17.99,0,0,2,0.37,1,2
1,1,12.87,59,2,4,17.99,1,3,4,0.21,5,4
1,2,11.93,15,0,4,13.99,0,3,4,0.75,4,4
1,1,7.25,35,1,3,17.99,0,2,5,0.2,6,2
1,0,6.68,24,1,1,8.99,1,1,2,0.27,4,2
1,0,6.64,37,0,0,8.99,1,0,5,0.17,2,2
0,2,8.6,46,2,2,13.99,0,4,4,0.18,0,4
2,2,25.59,22,2,3,13.99,0,0,2,1.11,6,0
1,0,11.52,38,4,3,8.99,1,4,4,0.3,0,0
0,0,2.66,55,0,1,8.99,1,1,5,0.05,0,4
2,0,1.07,59,2,3,8.99,1,0,1,0.02,2,2
1,2,26.05,21,3,4,13.99,0,2,1,1.18,2,2
0,2,9.64,54,4,3,13.99,1,0,3,0.18,3,4
1,0,18.78,33,3,4,8.99,1,2,3,0.55,4,0
1,1,4.9,56,4,1,17.99,1,1,4,0.09,2,2
0,0,3.98,58,4,1,8.99,1,4,5,0.07,6,2
1,0,8.02,9,3,3,8.99,0,1,4,0.8,1,0
1,1,1.83,21,3,3,17.99,1,3,1,0.08,1,4
2,2,3.9,33,4,1,13.99,1,2,3,0.11,0,4
2,0,7.63,31,1,4,8.99,1,3,5,0.24,5,0
1,1,2.38,3,1,2,17.99,0,3,4,0.59,3,4
0,0,1.27,46,1,0,8.99,1,4,1,0.03,4,3
1,0,5.3,44,4,3,8.99,1,0,3,0.12,1,0
1,0,3.11,48,2,3,8.99,1,0,2,0.06,6,3
1,1,23.31,25,5,4,17.99,0,2,2,0.9,0,2
0,2,0.61,59,0,1,13.99,1,3,5,0.01,5,4
1,1,0.99,43,1,2,17.99,1,2,5,0.02,2,2
1,2,10.96,50,1,1,13.99,1,1,4,0.21,3,4
2,1,16.95,53,0,2,17.99,1,4,3,0.31,5,4
0,2,5.31,38,1,3,13.99,0,4,5,0.14,6,0
2,2,8.59,20,2,3,13.99,0,3,1,0.41,5,4
0,0,2.86,49,2,0,8.99,1,2,2,0.06,2,2
1,2,26.4,22,3,3,13.99,0,0,1,1.15,5,4
2,1,4.49,10,5,4,17.99,1,2,1,0.41,0,2
1,0,4.22,18,0,0,8.99,1,1,3,0.22,6,0
2,0,16.62,21,5,0,8.99,0,3,3,0.76,0,2
2,2,1.07,9,0,2,13.99,1,4,1,0.11,1,4
2,1,27.73,32,0,0,17.99,0,2,4,0.84,1,2
1,0,1.4,51,5,3,8.99,1,3,4,0.03,1,3
1,2,10.64,36,4,0,13.99,1,3,2,0.29,3,2
1,0,8.01,53,2,4,8.99,1,0,1,0.15,1,1
1,0,7.04,30,5,4,8.99,0,2,5,0.23,6,0
1,0,7.54,5,2,0,8.99,0,2,4,1.26,0,2
0,2,17.26,17,4,4,13.99,0,3,2,0.96,3,4
2,1,14.44,43,3,4,17.99,1,3,3,0.33,4,2
2,2,6.97,9,0,0,13.99,0,2,4,0.7,4,4
0,1,14.87,12,3,1,17.99,0,0,4,1.14,0,4
2,2,4.16,29,2,0,13.99,1,4,3,0.14,6,2
2,0,21.86,22,4,3,8.99,0,1,5,0.95,6,2
0,0,8.4,44,0,1,8.99,1,3,2,0.19,2,2
0,2,25.32,60,2,2,13.99,0,1,4,0.42,1,4
1,0,22.74,60,1,0,8.99,1,3,3,0.37,2,0
0,2,16.26,17,2,4,13.99,0,0,1,0.9,3,3
2,0,13.83,44,3,2,8.99,1,2,4,0.31,0,0
0,2,0.9,35,3,0,13.99,1,4,2,0.03,6,0
1,2,1.64,17,4,0,13.99,0,2,5,0.09,1,0
1,2,5.61,41,2,4,13.99,1,4,1,0.13,4,0
2,1,7.61,20,2,1,17.99,0,4,1,0.36,0,2
0,2,14.71,20,5,0,13.99,0,0,2,0.7,4,2
1,1,7.92,16,0,2,17.99,0,2,2,0.47,2,2
2,0,12.06,26,1,1,8.99,0,4,3,0.45,3,4
0,0,2.22,4,0,0,8.99,1,4,2,0.44,1,4
1,1,20.68,26,1,4,17.99,0,1,5,0.77,4,2
2,1,4.0,32,5,2,17.99,1,2,2,0.12,4,0
1,0,2.79,33,4,4,8.99,1,4,4,0.08,6,3
0,0,9.64,30,1,2,8.99,0,1,5,0.31,2,4
2,0,2.13,20,4,1,8.99,1,0,1,0.1,6,3
2,1,32.64,30,4,2,17.99,0,0,5,1.05,6,4
1,1,3.49,55,4,4,17.99,1,3,4,0.06,4,0
0,0,14.8,28,3,1,8.99,0,2,5,0.51,3,4
0,0,4.39,52,3,3,8.99,1,0,3,0.08,3,4
1,1,5.45,16,3,0,17.99,0,0,1,0.32,5,4
1,2,15.65,53,4,4,13.99,1,3,2,0.29,6,2
2,2,5.33,26,3,1,13.99,0,1,5,0.2,3,1
0,2,5.79,47,5,2,13.99,1,2,2,0.12,2,2
0,2,14.65,11,4,4,13.99,0,2,5,1.22,6,1
2,2,0.37,60,2,4,13.99,1,2,5,0.01,2,2
0,0,9.14,51,3,2,8.99,1,2,2,0.18,5,4
1,0,25.0,44,1,4,8.99,0,1,4,0.56,1,2
0,1,14.39,48,1,0,17.99,1,3,1,0.29,0,0
1,1,0.69,41,4,4,17.99,1,2,5,0.02,0,4
0,0,10.96,15,5,3,8.99,0,4,2,0.69,1,2
1,0,14.36,21,5,4,8.99,0,1,1,0.65,5,2
1,0,3.26,20,3,1,8.99,1,4,3,0.16,1,2
1,2,24.08,58,5,1,13.99,0,3,2,0.41,1,1
2,1,7.68,56,2,1,17.99,1,4,2,0.13,4,2
2,2,4.31,13,5,2,13.99,1,2,1,0.31,1,4
0,0,12.67,44,2,1,8.99,1,0,1,0.28,1,0
1,2,5.03,4,2,0,13.99,0,2,5,1.01,6,2
1,1,11.32,31,1,0,17.99,0,2,4,0.35,0,3
1,0,1.13,24,0,4,8.99,1,0,3,0.05,5,1
0,2,30.74,55,4,4,13.99,0,1,3,0.55,3,0
2,0,16.77,48,5,1,8.99,1,0,1,0.34,5,0
2,1,8.68,41,5,0,17.99,1,4,1,0.21,4,1
2,2,20.33,42,2,2,13.99,0,1,4,0.47,2,1
1,1,19.91,54,2,2,17.99,1,3,3,0.36,4,1
0,0,17.9,48,1,0,8.99,1,1,2,0.37,2,0
2,0,6.53,19,2,2,8.99,0,1,5,0.33,6,0
0,1,23.31,50,5,3,17.99,0,3,3,0.46,1,2
2,1,10.47,22,5,4,17.99,0,0,2,0.46,4,2
1,1,5.34,3,3,4,17.99,0,2,1,1.33,0,3
2,2,5.36,23,0,2,13.99,0,1,4,0.22,1,4
2,2,14.12,12,2,0,13.99,0,0,5,1.09,2,0
1,0,7.21,53,3,2,8.99,1,0,3,0.13,1,2
1,0,24.12,18,5,1,8.99,0,1,1,1.27,0,4
2,1,13.25,29,0,0,17.99,0,4,4,0.44,5,0
2,0,0.39,3,4,0,8.99,1,4,2,0.1,0,2
1,0,32.68,58,0,3,8.99,0,3,5,0.55,5,3
2,2,12.64,33,3,0,13.99,1,1,4,0.37,5,0
0,1,1.8,4,0,4,17.99,0,2,2,0.36,2,3
2,1,21.12,27,4,0,17.99,0,0,5,0.75,3,0
0,2,1.68,45,1,2,13.99,1,0,3,0.04,1,4
2,2,3.22,33,1,0,13.99,1,4,1,0.09,1,0
0,0,8.03,34,1,0,8.99,1,1,1,0.23,5,1
0,0,7.36,30,5,3,8.99,0,4,3,0.24,3,0
0,1,1.84,30,1,0,17.99,1,1,3,0.06,4,4
0,2,19.48,49,2,1,13.99,1,3,3,0.39,1,0
1,1,33.35,38,0,3,17.99,0,0,1,0.86,2,4
0,1,3.63,35,2,0,17.99,1,4,3,0.1,3,4
0,1,15.31,26,3,3,17.99,0,1,5,0.57,6,0
0,0,14.55,37,5,1,8.99,1,3,2,0.38,2,2
0,2,19.95,40,3,1,13.99,1,4,1,0.49,4,0
2,0,9.92,27,1,1,8.99,1,0,1,0.35,3,2
0,2,1.72,24,1,4,13.99,1,3,5,0.07,3,0
0,2,8.45,20,0,1,13.99,0,3,3,0.4,2,0
2,2,13.02,41,3,4,13.99,1,1,1,0.31,6,4
1,2,0.12,4,1,1,13.99,0,4,5,0.02,3,4
1,2,5.6,44,2,2,13.99,1,4,3,0.12,4,4
2,1,0.68,53,3,1,17.99,1,1,1,0.01,1,4
1,2,1.96,60,4,1,13.99,1,1,2,0.03,4,0
2,0,6.38,58,2,0,8.99,1,4,3,0.11,2,4
0,1,0.5,51,5,4,17.99,1,2,4,0.01,1,0
2,1,15.94,36,5,1,17.99,1,2,2,0.43,3,1
0,0,0.71,42,3,3,8.99,1,2,4,0.02,6,2
2,1,1.32,47,3,0,17.99,1,4,3,0.03,3,0
0,2,2.69,12,0,2,13.99,0,0,5,0.21,6,0
1,0,5.07,38,3,2,8.99,1,4,5,0.13,6,1
0,1,15.78,25,4,1,17.99,0,3,4,0.61,5,0
0,1,9.84,46,5,2,17.99,1,4,2,0.21,5,2
1,0,0.21,39,5,1,8.99,1,4,3,0.01,0,0
1,2,9.15,55,3,4,13.99,1,3,5,0.16,6,2
0,2,3.86,14,2,2,13.99,1,1,5,0.26,2,2
0,2,6.82,17,0,4,13.99,0,4,3,0.38,6,4
0,1,11.82,59,0,1,17.99,1,0,2,0.2,3,3
0,2,6.49,6,5,0,13.99,0,0,1,0.93,3,1
1,1,2.04,52,0,1,17.99,1,2,5,0.04,0,3
2,0,18.42,45,3,0,8.99,1,2,3,0.4,2,2
0,1,0.98,46,2,1,17.99,1,2,4,0.02,5,4
0,1,17.26,21,5,3,17.99,0,2,5,0.78,2,0
2,2,4.0,42,1,1,13.99,1,0,3,0.09,1,0
1,1,2.19,24,1,1,17.99,1,3,5,0.09,5,4
2,0,7.83,39,4,2,8.99,1,4,1,0.2,5,4
2,1,8.07,20,0,0,17.99,0,3,5,0.38,5,1
1,2,5.47,39,1,3,13.99,1,3,2,0.14,4,0
2,1,0.87,33,5,4,17.99,1,4,4,0.03,2,0
1,2,13.37,46,1,2,13.99,1,1,3,0.28,6,0
0,1,0.43,60,2,1,17.99,1,2,3,0.01,0,0
2,1,8.3,41,4,2,17.99,1,1,5,0.2,5,3
0,1,0.45,7,4,3,17.99,1,1,1,0.06,6,2
2,1,15.55,30,0,4,17.99,0,3,1,0.5,4,4
2,2,1.64,15,5,4,13.99,1,1,2,0.1,4,2
2,1,2.3,1,2,2,17.99,0,0,5,1.15,5,4
0,2,0.89,42,2,3,13.99,1,0,3,0.02,5,2
0,1,26.78,38,2,0,17.99,0,4,4,0.69,1,4
1,2,27.16,45,2,0,13.99,0,0,2,0.59,1,2
1,2,15.02,13,2,2,13.99,0,4,2,1.07,5,4
2,2,3.18,41,2,1,13.99,1,4,1,0.08,2,4
2,2,3.13,45,3,1,13.99,1,3,2,0.07,6,2
1,2,15.33,17,3,0,13.99,0,3,1,0.85,6,2
1,2,2.69,8,1,4,13.99,1,1,3,0.3,3,0
0,0,0.19,25,3,1,8.99,1,4,4,0.01,5,2
1,0,4.37,59,3,1,8.99,1,1,2,0.07,6,2
1,1,28.76,23,5,4,17.99,0,3,1,1.2,6,4
0,2,1.91,8,2,1,13.99,1,4,3,0.21,1,2
2,1,9.9,19,2,4,17.99,0,3,5,0.49,6,4
0,0,5.64,44,2,4,8.99,1,3,4,0.13,4,3
2,0,7.06,58,1,2,8.99,1,0,3,0.12,2,4
1,2,2.15,33,5,2,13.99,1,1,1,0.06,6,2
2,2,4.69,6,5,1,13.99,0,3,5,0.67,2,2
0,1,2.05,24,0,2,17.99,1,3,2,0.08,5,2
1,1,26.44,28,0,2,17.99,0,3,1,0.91,2,4
2,0,4.26,42,2,2,8.99,1,3,5,0.1,0,0
2,2,6.9,21,2,2,13.99,0,3,4,0.31,4,0
1,2,8.4,47,5,3,13.99,1,1,4,0.18,2,2
0,0,5.22,12,0,3,8.99,0,4,2,0.4,4,4
1,1,23.15,42,5,3,17.99,0,3,1,0.54,6,4
2,0,11.07,28,5,0,8.99,1,4,1,0.38,6,4
0,0,10.14,9,2,3,8.99,0,3,1,1.01,6,1
1,1,6.59,58,5,2,17.99,1,3,5,0.11,6,0
0,0,2.58,16,1,0,8.99,1,0,5,0.15,4,4
1,2,8.27,58,0,2,13.99,1,3,4,0.14,5,4
2,2,6.11,12,0,3,13.99,0,2,2,0.47,2,0
1,0,31.66,60,0,3,8.99,0,3,5,0.52,6,4
2,1,0.76,52,5,3,17.99,1,0,1,0.01,1,4
0,0,4.18,47,5,1,8.99,1,2,2,0.09,3,2
0,0,2.56,32,4,4,8.99,1,1,1,0.08,4,4
0,0,17.67,14,1,3,8.99,0,4,4,1.18,5,4
0,1,17.25,52,4,1,17.99,0,4,5,0.33,6,2
1,1,21.56,39,2,3,17.99,0,1,4,0.54,3,2
2,1,5.87,8,0,1,17.99,0,1,5,0.65,4,2
2,0,2.42,9,2,4,8.99,1,1,5,0.24,2,2
2,1,2.43,32,4,3,17.99,1,2,2,0.07,2,4
1,1,18.06,21,4,0,17.99,0,3,1,0.82,6,0
2,1,7.64,13,0,1,17.99,0,3,2,0.55,5,2
2,1,1.54,10,0,4,17.99,1,0,3,0.14,5,2
